ep,traj,reward,prob_failure,obs,dist_uni,entropy,oracle_calls,cache_calls,traj_len,avg_traj_len,samples,lamnda
1260,6305,-0.13399999999999998,0.0,"{'obs': [0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039285714285714285, 0.08214285714285714, 0.06964285714285715, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.23807555602213107,0,1261,0,"{'lens': [13, 13, 13, 13, 15]}",13.4,92829,0.6142250000000228
1261,6310,-0.144,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0657329598506069, 0.02287581699346405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05462184873949579, 0.034640522875816995, 0.0, 0.0, 0.0, 0.01111111111111111, 0.0, 0.0, 0.04285714285714286, 0.0657329598506069, 0.0657329598506069, 0.05144724556489262, 0.05144724556489262, 0.0365079365079365, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.026050420168067225, 0.0365079365079365, 0.025396825396825397, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.04033613445378151, 0.05144724556489262, 0.05144724556489262, 0.05144724556489262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0, 0.06321195144724556, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0657329598506069]}",0.2222213338195452,0,1262,0,"{'lens': [16, 13, 13, 13, 17]}",14.4,92901,0.6142300000000228
1262,6315,-0.142,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646825396825397, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.07757936507936507, 0.07757936507936507, 0.09007936507936506, 0.09007936507936506, 0.025396825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.025396825396825397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.06646825396825397, 0.026785714285714284, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03968253968253968, 0.0, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03968253968253968, 0.03968253968253968, 0.06646825396825397]}",0.2528922157141198,0,1263,0,"{'lens': [17, 13, 13, 13, 15]}",14.2,92972,0.6142350000000228
1263,6320,-0.13799999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.08035714285714286, 0.08035714285714286, 0.05357142857142857, 0.06607142857142857, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.039285714285714285, 0.04107142857142857, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.05535714285714286, 0.06785714285714287, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287]}",0.24665554230619285,0,1264,0,"{'lens': [13, 13, 15, 13, 15]}",13.8,93041,0.6142400000000229
1264,6325,-0.13999999999999999,-0.2,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07940476190476191, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06595238095238096, 0.014285714285714285, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.05261904761904761, 0.06690476190476191, 0.06690476190476191, 0.06690476190476191, 0.07940476190476191, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.040119047619047624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.06690476190476191, 0.06690476190476191, 0.06690476190476191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06690476190476191, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.054404761904761914]}",0.23764128960484335,0,1265,0,"{'lens': [15, 13, 14, 13, 15]}",14.0,93111,0.6142450000000229
1265,6330,-0.13599999999999998,0.0,"{'obs': [0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.013333333333333332, 0.0, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.05535714285714286, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.08119047619047619, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0419047619047619, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0419047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619]}",0.24534555197256638,0,1266,0,"{'lens': [13, 15, 14, 13, 13]}",13.6,93179,0.6142500000000229
1266,6335,-0.146,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07718253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967, 0.07579365079365079, 0.05218253968253968, 0.05218253968253968, 0.06329365079365079, 0.037896825396825394, 0.0, 0.0, 0.0, 0.0125, 0.0125, 0.0125, 0.025396825396825397, 0.039285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.037896825396825394, 0.07718253968253967, 0.06468253968253967, 0.06468253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06468253968253967]}",0.24263290996173012,0,1267,0,"{'lens': [13, 15, 15, 13, 17]}",14.6,93252,0.614255000000023
1267,6340,-0.15,0.0,"{'obs': [0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0852170868347339, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0852170868347339, 0.0, 0.0, 0.0, 0.0, 0.011764705882352941, 0.0, 0.0, 0.06299486461251166, 0.06299486461251166, 0.06299486461251166, 0.06299486461251166, 0.06299486461251166, 0.051148459383753495, 0.011764705882352941, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.02361111111111111, 0.040119047619047624, 0.02583333333333333, 0.011764705882352941, 0.0, 0.0, 0.0, 0.0, 0.02361111111111111, 0.037896825396825394, 0.05123015873015872, 0.076328197945845, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06299486461251166, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06299486461251166]}",0.2369934180339588,0,1268,0,"{'lens': [13, 14, 16, 17, 15]}",15.0,93327,0.614260000000023
1268,6345,-0.142,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.06607142857142857, 0.06607142857142857, 0.09107142857142855, 0.09107142857142855, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.039285714285714285, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.05357142857142857, 0.07857142857142856, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857]}",0.24237380745688156,0,1269,0,"{'lens': [15, 15, 13, 13, 15]}",14.2,93398,0.614265000000023
1269,6350,-0.122,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07714285714285714, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06285714285714286, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06285714285714286, 0.07714285714285714, 0.07714285714285714, 0.07714285714285714, 0.07714285714285714, 0.05714285714285714, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02857142857142857, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.014285714285714285, 0.05714285714285714, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.02, 0.0, 0.0, 0.05714285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714]}",0.23924392647016918,0,1270,0,"{'lens': [13, 9, 13, 13, 13]}",12.2,93459,0.6142700000000231
1270,6355,-0.13399999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.24775738706237663,0,1271,0,"{'lens': [13, 13, 13, 13, 15]}",13.4,93526,0.6142750000000231
1271,6360,-0.142,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07857142857142856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.07857142857142857, 0.06607142857142857, 0.06607142857142857, 0.06607142857142857, 0.04107142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.026785714285714284, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025, 0.06428571428571428, 0.07857142857142856, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857]}",0.24516976289888331,0,1272,0,"{'lens': [15, 15, 13, 13, 15]}",14.2,93597,0.6142800000000231
1272,6365,-0.13599999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.02583333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.06869047619047619, 0.06869047619047619, 0.06869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08202380952380953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06869047619047619]}",0.25504405862163826,0,1273,0,"{'lens': [15, 13, 13, 14, 13]}",13.6,93665,0.6142850000000232
1273,6370,-0.13399999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.05535714285714286, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.04285714285714286, 0.0, 0.0, 0.014285714285714285, 0.026785714285714284, 0.026785714285714284, 0.026785714285714284, 0.0125, 0.04285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.026785714285714284, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.24345193495765863,0,1274,0,"{'lens': [13, 13, 13, 15, 13]}",13.4,93732,0.6142900000000232
1274,6375,-0.13399999999999998,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.026785714285714284, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.02857142857142857, 0.02857142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.0, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.05357142857142857, 0.06785714285714287, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286]}",0.22592706385693404,0,1275,0,"{'lens': [13, 13, 15, 13, 13]}",13.4,93799,0.6142950000000232
1275,6380,-0.13799999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05535714285714286, 0.08035714285714286, 0.06785714285714287, 0.06785714285714287, 0.06785714285714287, 0.025, 0.0125, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.0125, 0.0, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.04285714285714286, 0.05535714285714286, 0.06785714285714287, 0.08035714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06785714285714287]}",0.23676973589143818,0,1276,0,"{'lens': [13, 13, 15, 13, 15]}",13.8,93868,0.6143000000000233
1276,6385,-0.144,0.0,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09105042016806722, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06364845938375349, 0.02761904761904762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037598039215686274, 0.06521708683473389, 0.06521708683473389, 0.06521708683473389, 0.06521708683473389, 0.02761904761904762, 0.013333333333333332, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.037598039215686274, 0.014285714285714285, 0.0, 0.013333333333333332, 0.0, 0.0, 0.0, 0.0, 0.049362745098039215, 0.06364845938375349, 0.05188375350140055, 0.06521708683473389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07855042016806721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06521708683473389]}",0.23912125762947584,0,1277,0,"{'lens': [16, 15, 14, 13, 14]}",14.4,93940,0.6143050000000233
1277,6390,-0.13599999999999998,-0.2,"{'obs': [0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05675324675324676, 0.02857142857142857, 0.0, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0, 0.0, 0.042467532467532466, 0.02857142857142857, 0.0, 0.01818181818181818, 0.01818181818181818, 0.0, 0.0, 0.0, 0.042467532467532466, 0.07103896103896104, 0.07103896103896104, 0.07103896103896104, 0.07103896103896104, 0.03428571428571429, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.03428571428571429, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.052857142857142846, 0.06285714285714286, 0.06285714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052857142857142846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052857142857142846]}",0.21203696476547557,0,1278,0,"{'lens': [19, 13, 13, 13, 10]}",13.6,94008,0.6143100000000233
1278,6395,-0.142,-0.2,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07857142857142857, 0.025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.025, 0.0, 0.0, 0.0125, 0.0125, 0.0, 0.0, 0.04107142857142857, 0.06607142857142857, 0.06607142857142857, 0.06607142857142857, 0.07857142857142856, 0.06428571428571428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05178571428571428, 0.025, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.05357142857142857, 0.05178571428571428, 0.039285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.0125, 0.039285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.014285714285714285, 0.05357142857142857]}",0.21867998268141306,0,1279,0,"{'lens': [15, 13, 15, 13, 15]}",14.2,94079,0.6143150000000234
1279,6400,-0.13799999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07936507936507935, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050793650793650794, 0.02857142857142857, 0.0, 0.0, 0.01111111111111111, 0.01111111111111111, 0.0, 0.0, 0.03968253968253968, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.06825396825396826, 0.053968253968253964, 0.01111111111111111, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.04285714285714286, 0.014285714285714285, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.014285714285714285, 0.04285714285714286, 0.05714285714285714, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06825396825396826]}",0.22461552275722219,0,1280,0,"{'lens': [13, 13, 17, 13, 13]}",13.8,94148,0.6143200000000234
1280,6405,-0.13999999999999999,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0784126984126984, 0.025396825396825397, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053015873015873016, 0.01111111111111111, 0.014285714285714285, 0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0419047619047619, 0.053015873015873016, 0.0673015873015873, 0.0673015873015873, 0.0784126984126984, 0.02857142857142857, 0.014285714285714285, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.038730158730158726, 0.014285714285714285, 0.0, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.038730158730158726, 0.053015873015873, 0.03968253968253968, 0.053968253968253964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013333333333333332, 0.0, 0.053968253968253964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026666666666666665, 0.013333333333333332, 0.0673015873015873]}",0.21945062625030157,0,1281,0,"{'lens': [13, 13, 17, 14, 13]}",14.0,94218,0.6143250000000234
1281,6410,-0.13399999999999998,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08214285714285714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.06964285714285715, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02857142857142857, 0.06964285714285715, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04107142857142857, 0.06964285714285715, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06964285714285715]}",0.2516265388938689,0,1282,0,"{'lens': [13, 13, 15, 13, 13]}",13.4,94285,0.6143300000000235
1282,6415,-0.162,-0.2,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07664835164835164, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06414835164835164, 0.0125, 0.0, 0.0, 0.027884615384615386, 0.0, 0.0, 0.0, 0.048763736263736264, 0.06126373626373627, 0.06126373626373627, 0.06895604395604396, 0.08914835164835164, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.0125, 0.05357142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007692307692307693, 0.020192307692307693, 0.08145604395604396, 0.06895604395604396, 0.06126373626373627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06126373626373627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.048763736263736264]}",0.23509022531269844,0,1283,0,"{'lens': [15, 13, 25, 13, 15]}",16.2,94366,0.6143350000000235
1283,6420,-0.15400000000000003,-0.4,"{'obs': [0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10650793650793651, 0.03888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08079365079365078, 0.05317460317460317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03428571428571429, 0.06317460317460317, 0.06317460317460317, 0.06317460317460317, 0.06317460317460317, 0.03888888888888889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.024285714285714285, 0.03888888888888889, 0.0, 0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.024285714285714285, 0.06317460317460317, 0.02222222222222222, 0.03333333333333333, 0.0, 0.0, 0.0, 0.0, 0.030952380952380953, 0.04095238095238095, 0.0, 0.02222222222222222, 0.0, 0.0, 0.0, 0.0, 0.01, 0.02, 0.01, 0.03222222222222222]}",0.2436549515882664,0,1284,0,"{'lens': [11, 19, 17, 17, 13]}",15.4,94443,0.6143400000000235
1284,6425,-0.122,-0.2,"{'obs': [0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0869047619047619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09940476190476191, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0869047619047619, 0.09940476190476191, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.05357142857142857, 0.0, 0.0, 0.0, 0.03333333333333333, 0.0, 0.0, 0.0, 0.05357142857142857, 0.014285714285714285, 0.0, 0.0, 0.03333333333333333, 0.0, 0.0, 0.0, 0.039285714285714285, 0.04107142857142857, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.0, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.0125, 0.05357142857142857]}",0.26253768133989214,0,1285,0,"{'lens': [13, 5, 15, 13, 15]}",12.2,94504,0.6143450000000236
1285,6430,-0.142,0.0,"{'obs': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07857142857142857, 0.014285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06428571428571428, 0.026785714285714284, 0.0125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039285714285714285, 0.07857142857142857, 0.09107142857142857, 0.06607142857142857, 0.06607142857142857, 0.039285714285714285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.026785714285714284, 0.05357142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0125, 0.06607142857142857, 0.06607142857142857, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607142857142857]}",0.24591628445436872,0,1286,0,"{'lens': [15, 13, 13, 15, 15]}",14.2,94575,0.6143500000000236
1286,6435,-0.142,-0.2,"{'obs': [0.01111111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07757936507936507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06646825396825395, 0.02857142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037896825396825394, 0.06646825396825395, 0.06646825396825395, 0.06646825396825395, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025396825396825397, 0.04107142857142857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.025396825396825397, 0.07896825396825395, 0.07896825396825395, 0.05535714285714286, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01111111111111111, 0.014285714285714285, 0.05535714285714286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03333333333333333, 0.01111111111111111, 0.05218253968253968]}",0.2520752281585313,0,1287,0,"{'lens': [15, 13, 17, 13, 13]}",14.2,94646,0.6143800000000236
